IMO#,NAME,TYPE,GT,LDT,BUILT,FLAG,FLAG PRIOR LAST VOYAGE,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL,USD/TON,SINGLE HULLED,NEXT TO LAST,DATE OF CHANGE,SUB-TYPE OF SHIP,DATE SOLD FOR BREAKING,FORMER NAME,COMMENT
8314794,Artemis,Bulker,,6400.0,1984.0,Greece,,Albamar Shipping Company S.A.,Greece,Albamar Shipping Company S.A.,Kapalua Shipping Corporation,,"Alang, India",,2012-01-01 00:00:00,410.0,False,,,,,,
8300145,MSC Washington,Containership,,19220.0,1984.0,Greece,,Costamare Incorporated,Greece,Costamare Shipping Company S.A.,Honaker Shipping Company,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
7383451,Archagelos,Ro-Ro,,4551.0,1975.0,Greece,,Melody Shipping Company,Greece,Melody Shipping Company,Archagelos A. Shipping Company,,"Alang, India",,2012-01-01 00:00:00,,False,,,,,,
8204418,Eleftheria,Bulker,,10928.0,1983.0,Greece,,The Veniamis Group,Greece,Golden Union Shipping Company S.A.,Maritime Dream S.A.,,"Alang, India",,2012-01-01 00:00:00,425.0,True,,,,,,
8806034,SD Progress,Bulker,,11500.0,1989.0,Greece,,The Veniamis Group,Greece,Golden Union Shipping Company S.A.,Sea Orientation S.A.,,"Alang, India",,2012-01-01 00:00:00,425.0,True,,,,,,
8618413,Horizon,Containership,,8306.0,1991.0,Hong Kong,,Costamare Incorporated,Greece,Costamare Shipping Company S.A.,Denor Shipping Company,,"Alang, India",,2012-01-01 00:00:00,428.0,True,,,,,,
8409757,Pataliputra,Bulker,,10253.0,1987.0,India,,Naftomar Shipping & Trading Company Limited,Greece,Naftomar Shipping & Trading Company Limited,Holborn Shipping Incorporated,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
8421212,Endeavour,Containership,,4710.0,1986.0,Liberia,,Cosmoship Management S.A.,Greece,Cosmoship Management S.A.,Golden Flame Marine S.A.,,"Alang, India",,2012-01-01 00:00:00,480.0,False,,,,,,
8302155,MSC Ukraine,Containership,,13190.0,1989.0,Liberia,,Cosmoship Management S.A.,Greece,Cosmoship Management S.A.,Glory C. Shipping Incorporated,,"Alang, India",,2012-01-01 00:00:00,422.0,True,,,,,,
8511184,MSC Finland,Containership,,15000.0,1986.0,Liberia,,Dragnis Group,Greece,Goldenport Shipmanagement Limited,Hinter Marine S.A.,,"Alang, India",,2012-01-01 00:00:00,470.0,True,,,,,,
8208921,Reunion,Containership,,8550.0,1983.0,Liberia,,Konstantakopoulos Group,Greece,Ciel Shipmanagement S.A.,Careva Shipping Company,,"Alang, India",,2012-01-01 00:00:00,476.0,False,,,,,,
7433206,Nama,General Cargo ship,,4735.0,1988.0,Liberia,,Larus S.A.,Greece,Larus S.A.,Stone Maritime Incorporated,,"Alang, India",,2012-01-01 00:00:00,482.0,True,,,,,,
8130942,Africa Reefer,Reefer,,5220.0,1982.0,Liberia,,Lavinia Corporation Limited,Greece,Lavinia Corporation Limited,Melville Services Incorporated,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
8312033,Montevideo,Reefer,,4992.0,1983.0,Liberia,,Lavinia Corporation Limited,Greece,Lavinia Corporation Limited,Pompey Investments Corporation,,"Alang, India",,2012-01-01 00:00:00,390.0,True,,,,,,
8316077,Pusan Reefer,Reefer,,5248.0,1984.0,Liberia,,Lavinia Corporation Limited,Greece,Lavinia Corporation Limited,SeaDream Development Corporation,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
8023656,Theotokos,Bulker,,13943.0,1984.0,Liberia,,Polembros Shipping Limited,Greece,Polembros Shipping Limited,Mirage Navigation Corporation,,"Alang, India",,2012-01-01 00:00:00,517.0,True,,,,,,
8125961,Andros R.,Bulker,,10983.0,1985.0,Liberia,,Rainbow Shipmanagement S.A.,Greece,Rainbow Shipmanagement S.A.,Samos Island Shipping S.A.,,"Alang, India",,2012-01-01 00:00:00,435.0,True,,,,,,
8118815,Olemare,Bulker,,7742.0,1984.0,Liberia,,Skoukla Incorporated,Greece,Skoukla Incorporated,Olemare Shipping Company Limited,,"Alang, India",,2012-01-01 00:00:00,435.0,False,,,,,,
8502884,Don,Containership,,14148.0,1986.0,Liberia,,Tsakos Shipping and Trading S.A.,Greece,Tsakos Shipping and Trading S.A.,Wilmington Shipping Corporation,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
8309880,Spyros B.,Bulker,,9262.0,1985.0,Malta,,A.B. Maritime Incorporated,Greece,A.B. Maritime Incorporated,Spyros B. Maritime Limited,,"Alang, India",,2012-01-01 00:00:00,475.0,True,,,,,,
8103183,Ocean Star,Bulker,,5945.0,1982.0,Malta,,Ark Shipping S.A.,Greece,Ark Shipping S.A.,Kornis Maritime Limited,,"Alang, India",,2012-01-01 00:00:00,500.0,True,,,,,,
8729640,Alex D.,Bulker,,13752.0,1989.0,Malta,,Dragnis Group,Greece,Goldenport Shipmanagement Limited,Karana Ocean Shipping Company Limited,,"Alang, India",,2012-01-01 00:00:00,487.0,True,,,,,,
9045390,Tilos,Bulker,,13736.0,1991.0,Malta,,Dragnis Group,Greece,Goldenport Shipmanagement Limited,Carina Maritime Limited,,"Alang, India",,2012-01-01 00:00:00,404.0,True,,,,,,
8223579,Conqueror,Bulker,,7760.0,1985.0,Malta,,Leros Management S.A.,Greece,Leros Management S.A.,San Moritz Maritime Company,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
8323202,Warrior,Bulker,,7148.0,1984.0,Malta,,Leros Management S.A.,Greece,Leros Management S.A.,Twilight Marine Limited,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
8818178,Este,Containership,,17259.0,1993.0,Malta,,Technomar Shipping Incorporated,Greece,Technomar Shipping Incorporated,Trieste Shipping S.A.,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
8914257,Star Ypsilon,Bulker,,19158.0,1991.0,Marshall Islands,,Star Bulk Carriers Corporation,Greece,Star Bulk Management Incorporated,Star Ypsilon LLC,,"Alang, India",,2012-01-01 00:00:00,480.0,True,,,,,,
8307210,Otrada,Bulker,,7898.0,1984.0,Marshall Islands,,Transbulk Management Incorporated,Greece,Transbulk Management Incorporated,Hurst Shipholding S.A.,,"Alang, India",,2012-01-01 00:00:00,415.0,True,,,,,,
8714217,MSC Lugano,Containership,,13970.0,1988.0,Marshall Islands,,Transman Shipping Enterprises S.A.,Greece,Transman Shipmanagers S.A.,Castor Trading Company,,"Alang, India",,2012-01-01 00:00:00,446.0,True,,,,,,
8306967,Panormitis D.,Bulker,,7994.0,1984.0,Panama,,Baru Delta Maritime Incorporated,Greece,Baru Delta Maritime Incorporated,Pax Navigation Incorporated,,"Alang, India",,2012-01-01 00:00:00,500.0,True,,,,,,
8222214,Maregas,LPG tanker,,3700.0,1983.0,Panama,,Benelux Overseas Incorporated,Greece,Benelux Overseas Incorporated,Mereville Nav. Incorporated,,"Alang, India",,2012-01-01 00:00:00,635.0,False,,,,,,
8024272,Panamax Peppou,Bulker,,11850.0,1983.0,Panama,,Chian Spirit Maritime Enterprises Incorporated,Greece,Chian Spirit Maritime Enterprises Incorporated,Vaporia Maritime Inc,,"Alang, India",,2012-01-01 00:00:00,422.0,False,,,,,,
8415677,MSC Chaneca,Containership,,5610.0,1985.0,Panama,,Cosmoship Management S.A.,Greece,Cosmoship Management S.A.,South Cross Navigation Incorporated,,"Alang, India",,2012-01-01 00:00:00,483.0,False,,,,,,
8712099,Dikoni,Bulker,,22162.0,1988.0,Panama,,Economou Group of Companies,Greece,TMS Dry Limited,Calypso Marine Corporation,,"Alang, India",,2012-01-01 00:00:00,485.0,False,,,,,,
8901389,Jonathan P.,Containership,,8817.0,1990.0,Panama,,Euroseas Limited,Greece,Eurobulk Limited,Emmentaly Business Incorporated,,"Alang, India",,2012-01-01 00:00:00,490.0,True,,,,,,
9129811,Trader I,Containership,,7395.0,1996.0,Panama,,Evette Shipmanagement Limited,Greece,Evette Shipmanagement Limited,Algona Marine Company,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
8103535,Iolcos Glory,Bulker,,12814.0,1982.0,Panama,,Iolcos Hellenic Maritime Enterprises Company Limited,Greece,Iolcos Hellenic Maritime Enterprises Company Limited,European Continent S.A.,,"Alang, India",,2012-01-01 00:00:00,428.0,True,,,,,,
8129917,Avanta,Bulker,,,1982.0,Panama,,Istos Maritime Incorporated,Greece,Istos Maritime Incorporated,Soul Shipping Limited,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
9037238,Ventura I,Containership,,5643.0,1995.0,Panama,,Multibulk Marine Management S.A.,Greece,Multibulk Marine Management S.A.,Ventura Shipping (Marshall Islands) Limited,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
8412132,Venus N.,Bulker,,8152.0,1986.0,Panama,,Naftilos Shipmanagement S.A.,Greece,Naftilos Shipmanagement S.A.,Avalon Shipping Limited,,"Alang, India",,2012-01-01 00:00:00,426.0,True,,,,,,
8203402,Princessa V,Bulker,,9042.0,1986.0,Panama,,Pendulum Shipmanagement Incorporated,Greece,Pendulum Shipmanagement Incorporated,Stalwart Shipping Incorporated,,"Alang, India",,2012-01-01 00:00:00,490.0,True,,,,,,
8109929,Agios Nectarios 1,Bulker,,5734.0,1982.0,Panama,,Pitiousa Shipping S.A.,Greece,Pitiousa Shipping S.A.,Agios Nectarios Shipping S.A.,,"Alang, India",,2012-01-01 00:00:00,492.0,False,,,,,,
8512839,Andros Warrior,Bulker,,22954.0,1986.0,Panama,,Polembros Shipping Limited,Greece,Polembros Shipping Limited,Capri Shipping Corporation,,"Alang, India",,2012-01-01 00:00:00,485.0,True,,,,,,
8213598,Izumo Bay,Reefer,,5506.0,1984.0,Panama,,Roswell Navigation Corporation,Greece,Roswell Navigation Corporation,Izumo Bay Incorporated,,"Alang, India",,2012-01-01 00:00:00,442.0,True,,,,,,
8314469,White Arrow,Bulker,,10265.0,1985.0,Panama,,Strand Management S.A.,Greece,Strand Management S.A.,Blue Link Holding S.A.,,"Alang, India",,2012-01-01 00:00:00,452.0,False,,,,,,
8023979,Azure,Bulker,,12200.0,1982.0,Panama,,The Frangos-Moundreas Group,Greece,Good Faith Shipping Company S.A.,Anax Maritime S.A.,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
8313350,Seagreen,Bulk and Oil Carrier,,10262.0,1987.0,Panama,,Trader Maritime Limited,Greece,Trader Maritime Limited,Saron Marine Limited,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
8312136,Langeron,Bulker,,6396.0,1984.0,Panama,,Transbulk Management Incorporated,Greece,Transbulk Management Incorporated,Axel Maritime Corporation,,"Alang, India",,2012-01-01 00:00:00,435.0,True,,,,,,
8502872,Brasil,Containership,,14173.0,1986.0,Panama,,Tsakos Shipping and Trading S.A.,Greece,Tsakos Shipping and Trading S.A.,Hedgestone Shipping Company Limited,,"Alang, India",,2012-01-01 00:00:00,442.0,True,,,,,,
7530418,Harissa,Bulker,,5826.0,1977.0,Panama,,Unifleet Management S.A.,Greece,Unifleet Management S.A.,Sea Holy Shipping Company Limited S.A.,,"Alang, India",,2012-01-01 00:00:00,380.0,True,,,,,,
8701533,Carina K.,Bulker,,8384.0,1991.0,Panama,,Victoria Oceanway Limited,Greece,Victoria Oceanway Limited,Carina Marine Limited,,"Alang, India",,2012-01-01 00:00:00,425.0,True,,,,,,
8323123,Friendship V,Bulker,,6865.0,1984.0,Panama,,Voras Navigation SA,Greece,Voras Navigation SA,Drymaia Corporation,,"Alang, India",,2012-01-01 00:00:00,396.0,False,,,,,,
7433634,Dover,Bulker,,9106.0,1981.0,Panama,,Worldwide Ocean Chartering S.A.,Greece,Worldwide ShipManagement S.A.,Dover Navigation,,"Alang, India",,2012-01-01 00:00:00,438.0,True,,,,,,
8102270,Ocean King,Bulker,,9921.0,1983.0,St Kitts-Nevis,,Oceanfleet Shipping Limited,Greece,Oceanfleet Shipping Limited,Ocean King Shipping & Trading,,"Alang, India",,2012-01-01 00:00:00,415.0,True,,,,,,
8420610,Marlin,Chemical and Oil tanker,,14995.0,1987.0,St Kitts-Nevis,,Prime Marine Management Incorporated,Greece,Prime Marine Management Incorporated,Manning Navigation Incorporated,,"Alang, India",,2012-01-01 00:00:00,,False,,,,,,
8117146,Titan,Bulker,,8249.0,1983.0,St Vincent & Grenadines,,Albamar Shipping Company S.A.,Greece,Albamar Shipping Company S.A.,Fleet Marine Incorporated,,"Alang, India",,2012-01-01 00:00:00,437.0,True,,,,,,
8115320,Kimon A.,General Cargo ship,,5663.0,1983.0,St Vincent & Grenadines,,Albamar Shipping Company S.A.,Greece,Albamar Shipping Company S.A.,Silverwood Shipping Corporation,,"Alang, India",,2012-01-01 00:00:00,430.0,False,,,,,,
9111228,Ilya,General Cargo ship,,5060.0,1994.0,St Vincent & Grenadines,,Balthellas Chartering S.A.,Greece,Balthellas Chartering S.A.,Eagle Navigation Limited,,"Alang, India",,2012-01-01 00:00:00,413.0,True,,,,,,
8029260,Maria K,Bulker,,7684.0,1983.0,St Vincent & Grenadines,,Pikey Navigation S.A.,Greece,Pikey Navigation S.A.,Kapa Navigation S.A.,,"Alang, India",,2012-01-01 00:00:00,545.0,True,,,,,,
7718163,Junior 9,General Cargo ship,,,1979.0,Tanzania,,D.N. Efthymiou,Greece,D. Efthymiou Shipping S.A.,Thelisis E.N.E.,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
9056715,Amagisan,Bulker,,19160.0,1993.0,Hong Kong,,Wing Tak Shipping Agency Limited,Hong Kong,Wing Tak Shipping Agency Limited,Triumph Sea Limited,,"Alang, India",,2012-01-01 00:00:00,380.0,True,,,,,,
9063469,Awobasan,Bulker,,18595.0,1994.0,Hong Kong,,Wing Tak Shipping Agency Limited,Hong Kong,Wing Tak Shipping Agency Limited,Triumph Sea Limited,,"Alang, India",,2012-01-01 00:00:00,418.0,True,,,,,,
8815463,Creciente,Bulker,,18112.0,1990.0,Hong Kong,,Wing Tak Shipping Agency Limited,Hong Kong,Wing Tak Shipping Agency Limited,Triumph Sea Limited,,"Alang, India",,2012-01-01 00:00:00,420.0,True,,,,,,
8025795,Jia Xin,Bulker,,,1983.0,Panama,,Topway Shipping Limited,Hong Kong,Topway Shipping Limited,Jia Xin Shipping Group Limited,,"Alang, India",,2012-01-01 00:00:00,,False,,,,,,
8104151,Jia Yang 1,Bulker,,12162.0,1984.0,Panama,,Topway Shipping Limited,Hong Kong,Topway Shipping Limited,Jia Yang Shipping Group Limited,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
9138965,Mellow Wind,Bulker,,20334.0,1997.0,Panama,,Wing Tak Shipping Agency Limited,Hong Kong,Wing Tak Shipping Agency Limited,Triumph Sea Limited,,"Alang, India",,2012-01-01 00:00:00,420.0,True,,,,,,
8028072,Frontier 51,Bulker,,11912.0,1983.0,St Kitts-Nevis,,Sinokor Company Limited,Hong Kong,Sinokor Merchant Marine Company Limited,Ocean HL Maritime S.A.,,"Alang, India",,2012-01-01 00:00:00,412.0,True,,,,,,
7928067,Fountain,Bulker,,,1981.0,Tuvalu,,Kind Faith Industry Development Company Limited,Hong Kong,Kind Faith Industry Development Company Limited,Kind Faith Industry Development Company Limited,,"Alang, India",,2012-01-01 00:00:00,408.0,True,,,,,,
8413930,Mahalaxmi,Bulker,,11180.0,1985.0,Comoros,,Apeejay Shipping Limited,India,Apeejay Shipping Limited,Apeejay Shipping Limited,,"Alang, India",,2012-01-01 00:00:00,430.0,False,,,,,,
8518584,Jindal Kamla,RoRo,,,1986.0,India,,Jindal Waterways Limited,India,Jindal Waterways Limited,Jindal Waterways Limited,,"Alang, India",,2012-01-01 00:00:00,,False,,,,,,
8509715,Jindal Manjula,General cargo ship,,,1987.0,India,,Jindal Waterways Limited,India,Jindal Waterways Limited,Jindal Waterways Limited,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
8109149,MP3,Bulker,,12709.0,1983.0,India,,M Pallonji & Company Private Limited,India,M. Pallonji Shipping Private Limited,M. Pallonji Shipping Private Limited,,"Alang, India",,2012-01-01 00:00:00,428.0,True,,,,,,
7637383,Bhoruka Prabhu,General cargo ship,,,1978.0,India,,Mak Lines,India,Mak Lines,Mak Lines,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
8321084,Rishikesh,Bulker,,10080.0,1986.0,India,,The Shipping Corporation of India Limited,India,The Shipping Corporation of India Limited,The Shipping Corporation of India Limited,,"Alang, India",,2012-01-01 00:00:00,450.0,True,,,,,,
8414520,Oriental N.,Bulk Ore Carrier,,28822.0,1986.0,Sierra Leone,,Prayati Shipping Private Limited,India,Prayati Shipping Private Limited,Best Oasis Limited,,"Alang, India",,2012-01-01 00:00:00,465.0,True,,,,,,
8318829,Asha Prestige,Bulker,,,1984.0,St Kitts-Nevis,,Ashapura Group of Industries,India,Ashapura Shipping Limited,Asha Prestige Company,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
6513994,Aspire,Passenger ship,,,1967.0,St Kitts-Nevis,,Pelmar Shipping & Engineering Private Limited,India,Pelmar Shipping & Engineering Private Limited,Taymouth Limited,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
8130289,Vivian,Bulker,,7952.0,1983.0,St Kitts-Nevis,,Quadrant Maritime Private Limited,India,Quadrant Maritime Private Limited,Vivian Shipping Company Incorporated,,"Alang, India",,2012-01-01 00:00:00,415.0,True,,,,,,
8107581,Ashwini,Bulker,,8953.0,1983.0,Comoros,,Islamic Republic of Iran Shipping Lines (IRISL,Iran,Islamic Republic of Iran Shipping Lines (IRISL,Islamic Republic of Iran Shipping Lines (IRISL,,"Alang, India",,2012-01-01 00:00:00,,False,,,,,,
8105284,Bharani,Bulker,,7815.0,1983.0,Comoros,,Sapid Shipping Company,Iran,Sapid Shipping Company,Sapid Shipping Company,,"Alang, India",,2012-01-01 00:00:00,,False,,,,,,
7620550,Govind,Bulker,,,1978.0,Comoros,,Sapid Shipping Company,Iran,Sapid Shipping Company,Kalan Kish Shipping Company,,"Alang, India",,2012-01-01 00:00:00,,False,,,,,,
8309658,Ocean,Bulker,,,1985.0,Sierra Leone,,Sapid Shipping Company,Iran,Sapid Shipping Company,Grand Trinity Limited,,"Alang, India",,2012-01-01 00:00:00,,False,,,,,,
8707434,Africa Star,Containership,,,1988.0,Liberia,,Israel Corporation Limited,Israel,Zim Integrated Shipping Services Limited,Sea Ranger Navigation Company Limited,,"Alang, India",,2012-01-01 00:00:00,,False,,,,,,
7825435,Pearl Ray,Vehicle Carrier,,11852.0,1980.0,Liberia,,Ray Shipping Limited,Israel,Ray Shipping Limited,Pearl Ray Shipping Limited,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
7900053,Oro,Ro-Ro,,15405.0,1981.0,Comoros,,Ignazio Messina & C. S.p.A.,Italy,Ignazio Messina & C. S.p.A.,Ignazio Messina & C. S.p.A.,,"Alang, India",,2012-01-01 00:00:00,,False,,,,,,
8122165,Lemno,Bulker,,14425.0,1982.0,Italy,,Cafiero Mattioli Group (CA.FI.MA.),Italy,Augustea Atlantica S.p.A.,Augustea Atlantica S.p.A.,,"Alang, India",,2012-01-01 00:00:00,490.0,True,,,,,,
7900077,Jolly Argento,Ro-Ro,,15405.0,1981.0,Italy,,Ignazio Messina & C. S.p.A.,Italy,Ignazio Messina & C. S.p.A.,Ignazio Messina & C. S.p.A.,,"Alang, India",,2012-01-01 00:00:00,,False,,,,,,
9032965,Paquita,General Cargo ship,,4565.0,1992.0,Malta,,Polaris Srl,Italy,Polaris Srl,Polaris Srl,,"Alang, India",,2012-01-01 00:00:00,472.0,True,,,,,,
8220072,Carrara Castle,General Cargo ship,,12041.0,1984.0,Malta,,Vittorio Bogazzi & Figli S.p.A.,Italy,Navalmar (UK) Limited,Navalmar (UK) Limited,,"Alang, India",,2012-01-01 00:00:00,407.0,False,,,,,,
8017009,BM Defender,General Cargo ship,,8405.0,1981.0,Panama,,BM Shipping Group S.p.A.,Italy,BM Shipping Group S.p.A.,BM Shipping Group S.p.A.,,"Alang, India",,2012-01-01 00:00:00,462.0,False,,,,,,
8010685,Dover Castle,General Cargo Ship,,11200.0,1982.0,Panama,,Vittorio Bogazzi & Figli S.p.A.,Italy,Navalmar (UK) Limited,Navalmar (UK) Limited,,"Alang, India",,2012-01-01 00:00:00,,False,,,,,,
8010697,Leeds Castle,General Cargo ship,,11120.0,1983.0,Panama,,Vittorio Bogazzi & Figli S.p.A.,Italy,Navalmar (UK) Limited,Navalmar (UK) Limited,,"Alang, India",,2012-01-01 00:00:00,,False,,,,,,
7915967,Malaspina Castle,Bulker,,9027.0,1981.0,Panama,,Vittorio Bogazzi & Figli S.p.A.,Italy,Navalmar (UK) Limited,Navalmar (UK) Limited,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
7813183,Rosborg,Bulker,,8301.0,1978.0,Panama,,Vittorio Bogazzi & Figli S.p.A.,Italy,Navalmar Transportes Maritimos Limitada,Navalmar Transportes Maritimos Limitada,,"Alang, India",,2012-01-01 00:00:00,485.0,True,,,,,,
8521218,Jai Bhole,Ro-Ro,,15552.0,1989.0,St Kitts-Nevis,,Grimaldi Group Napoli,Italy,Grimaldi Compagnia di Navigazione S.p.A. (GRINAVI),Industria Armamento Meridionale S.p.A. (INARME),,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
8302296,Blu,Ro-Ro,,7309.0,1988.0,St Kitts-Nevis,,Ignazio Messina & C. S.p.A.,Italy,Ignazio Messina & C. S.p.A.,Ignazio Messina & C. S.p.A.,,"Alang, India",,2012-01-01 00:00:00,350.0,False,,,,,,
8828642,Indaco,Ro-Ro,,8869.0,1989.0,St Kitts-Nevis,,Ignazio Messina & C. S.p.A.,Italy,Ignazio Messina & C. S.p.A.,Ignazio Messina & C. S.p.A.,,"Alang, India",,2012-01-01 00:00:00,350.0,True,,,,,,
7389194,Indus,Ro-Ro,,5182.0,1979.0,St Kitts-Nevis,,Stradeblu S.r.l.,Italy,Stradeblu S.r.l.,Stradeblu S.r.l.,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
7819943,Humboldt Current,General Cargo ship,,8806.0,1981.0,St Vincent & Grenadines,,Vittorio Bogazzi & Figli S.p.A.,Italy,Vittorio Bogazzi & Figli S.p.A.,Vittorio Bogazzi & Figli S.p.A.,,"Alang, India",,2012-01-01 00:00:00,479.0,True,,,,,,
8517372,Atlantic Spirit,Vehicle Carrier,,13134.0,1987.0,Liberia,,Mitsui O.S.K. Lines Limited (MOL),Japan,MOL Ship Management Company Limited,World Car Carriers Incorporated,,"Alang, India",,2012-01-01 00:00:00,494.0,True,,,,,,
9078153,Align,Wood chip carrier,,9817.0,1994.0,Netherlands,,Mitsui O.S.K. Lines Limited (MOL),Japan,MOL Ship Management (Europe) BV,MOL Netherlands Bulkship BV,,"Alang, India",,2012-01-01 00:00:00,,True,,,,,,
8808226,POS Yantian,Containership,,17540.0,1988.0,Panama,,Kawasaki Kisen Kaisha Limited ('K' Line),Japan,K Line Ship Management Company Limited,Prunella Shipholding S.A.,,"Alang, India",,2012-01-01 00:00:00,434.0,True,,,,,,
9088574,New Oji Pioneer,Wood chip carrier,,9320.0,1994.0,Panama,,Meiji Shipping Company Limited,Japan,Meiji Shipping Company Limited,Forester Shipping S.A.,,"Alang, India",,2012-01-01 00:00:00,430.0,True,,,,,,
9106168,Atlantic Prosperity,Crude Oil Tanker,,40378.0,1995.0,Panama,,Mitsui O.S.K. Lines Limited (MOL),Japan,MOL Tankship Management (Europe) Limited,Exult Shipping S.A.,,"Alang, India",,2012-01-01 00:00:00,,False,,,,,,
